ID_compra,filial,cidade,tipo_cliente,genero,tipo_produto,preco_unitario,quantidade,imposto_5%,total,data,hora,forma_pagamento,avaliacao
518-71-6847,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,26.6,6,7.98,167.58,2/26/2019,15:10,Carteira Digital,4.9
156-20-0370,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,25.45,1,1.2725,26.7225,3/10/2019,18:10,Cartão de Crédito,5.1
151-33-7434,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,67.77,1,3.3885,71.1585,2/4/2019,20:43,Cartão de Crédito,6.5
728-47-9078,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,59.59,4,11.918,250.278,1/19/2019,12:46,Dinheiro,9.8
809-46-1866,A,Santo André,Normal,Masculino,Saúde e Beleza,58.15,4,11.63,244.23,1/23/2019,17:44,Dinheiro,8.4
139-32-4183,A,Santo André,Membro,Feminino,Esportes e Viagem,97.48,9,43.866,921.186,3/14/2019,14:19,Carteira Digital,7.4
148-41-7930,C,São Caetano,Normal,Masculino,Saúde e Beleza,99.96,7,34.986,734.706,1/23/2019,10:33,Dinheiro,6.1
189-40-5216,C,São Caetano,Normal,Masculino,Eletrônicos,96.37,7,33.7295,708.3195,1/9/2019,11:40,Dinheiro,6.0
374-38-5555,B,São Bernardo do Campo,Normal,Feminino,Moda,63.71,5,15.9275,334.4775,2/7/2019,19:30,Carteira Digital,8.5
764-44-8999,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,14.76,2,1.476,30.996,2/18/2019,14:42,Carteira Digital,4.3
552-44-5977,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,62.0,8,24.8,520.8,1/3/2019,19:08,Cartão de Crédito,6.2
267-62-7380,C,São Caetano,Membro,Masculino,Eletrônicos,82.34,10,41.17,864.57,3/29/2019,19:12,Carteira Digital,4.3
430-53-4718,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,75.37,8,30.148,633.108,1/28/2019,15:46,Cartão de Crédito,8.4
886-18-2897,A,Santo André,Normal,Feminino,Alimentos e Bebidas,56.56,5,14.14,296.94,3/22/2019,19:06,Cartão de Crédito,4.5
602-16-6955,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,76.6,10,38.3,804.3,1/24/2019,18:10,Carteira Digital,6.0
745-74-0715,A,Santo André,Normal,Masculino,Eletrônicos,58.03,2,5.803,121.863,3/10/2019,20:46,Carteira Digital,8.8
690-01-6631,B,São Bernardo do Campo,Normal,Masculino,Moda,17.49,10,8.745,183.645,2/22/2019,18:35,Carteira Digital,6.6
652-49-6720,C,São Caetano,Membro,Feminino,Eletrônicos,60.95,1,3.0475,63.9975,2/18/2019,11:40,Carteira Digital,5.9
233-67-5758,C,São Caetano,Normal,Masculino,Saúde e Beleza,40.35,1,2.0175,42.3675,1/29/2019,13:46,Carteira Digital,6.2
303-96-2227,B,São Bernardo do Campo,Normal,Feminino,Casa,97.38,10,48.69,1022.49,3/2/2019,17:16,Carteira Digital,4.4
727-02-1313,A,Santo André,Membro,Masculino,Alimentos e Bebidas,31.84,1,1.592,33.432,2/9/2019,13:22,Dinheiro,7.7
347-56-2442,A,Santo André,Normal,Masculino,Casa,65.82,1,3.291,69.111,2/22/2019,15:33,Dinheiro,4.1
849-09-3807,A,Santo André,Membro,Feminino,Moda,88.34,7,30.919,649.299,2/18/2019,13:28,Dinheiro,6.6
